"","V1","V2","pv$pvalues"
"Response V13404","2R","10600940",0.722152091497833
"Response V13405","2R","10601518",0.568165288765571
"Response V13406","2R","10603810",0.820719133318152
"Response V13407","2R","10607398",0.0134062040072531
"Response V13408","2R","10608970",0.106160603280165
"Response V13409","2R","10609065",0.45389927434251
"Response V13410","2R","10609161",0.468481065237357
"Response V13411","2R","10609482",0.626819347903281
"Response V13412","2R","10609922",0.625469602433052
"Response V13413","2R","10610486",0.997061706231049
"Response V13414","2R","10617446",0.722387779287058
"Response V13415","2R","10618068",0.375752641835876
"Response V13416","2R","10618181",0.67916696185294
"Response V13417","2R","10620436",0.805538493184792
"Response V13418","2R","10620473",0.127168842482902
"Response V13419","2R","10621414",0.740861888862501
"Response V13420","2R","10622288",0.837863140975677
"Response V13421","2R","10645147",0.436690792898667
"Response V13422","2R","10645446",0.34189146407146
"Response V13423","2R","10651986",0.540431478331005
"Response V13424","2R","10653602",0.227816587813227
"Response V13425","2R","10653706",0.97989921043085
"Response V13426","2R","10658034",0.654558981841523
"Response V13427","2R","10658305",0.978958164601509
"Response V13428","2R","10669369",0.225524415749925
"Response V13429","2R","10669664",0.12212612531444
"Response V13430","2R","10673157",0.0112449356109994
"Response V13431","2R","10676455",0.0744754532769354
"Response V13432","2R","10676482",0.0720446810502825
"Response V13433","2R","10676583",0.537328266487203
"Response V13434","2R","10679212",0.300503352822596
"Response V13435","2R","10679865",0.294015507996167
"Response V13436","2R","10680335",0.455417448465334
"Response V13437","2R","10680577",0.750437302476119
"Response V13438","2R","10680639",0.313685957096383
"Response V13439","2R","10680873",0.990425563493534
"Response V13440","2R","10681340",0.678691251625094
"Response V13441","2R","10683055",0.73094981059398
"Response V13442","2R","10683205",0.438320110602742
"Response V13443","2R","10683871",0.776491645708415
"Response V13444","2R","10686808",0.138066535945774
"Response V13445","2R","10687390",0.0353370500206324
"Response V13446","2R","10687710",0.516017590441859
"Response V13447","2R","10687958",0.787226946081157
"Response V13448","2R","10687969",0.132603620648736
"Response V13449","2R","10689846",0.746947114146479
"Response V13450","2R","10690797",0.595023510771622
"Response V13451","2R","10693534",0.502715313275796
"Response V13452","2R","10693573",0.964045320931109
"Response V13453","2R","10696619",0.455896470235155
"Response V13454","2R","10698261",0.563738617173052
"Response V13455","2R","10698875",0.434406563325498
"Response V13456","2R","10700065",0.512370684563278
"Response V13457","2R","10700593",0.662916384803717
"Response V13458","2R","10700688",0.231385305528404
"Response V13459","2R","10700792",0.413579889692363
"Response V13460","2R","10700897",0.4540043147297
"Response V13461","2R","10700949",0.0246699724594165
"Response V13462","2R","10702479",0.428414752783392
"Response V13463","2R","10702760",0.231090751883934
"Response V13464","2R","10704291",0.647769935859398
"Response V13465","2R","10704316",0.423514985528741
"Response V13466","2R","10706322",0.956579374152247
"Response V13467","2R","10718941",0.72001812780546
"Response V13468","2R","10719025",0.582824048297857
"Response V13469","2R","10720099",0.749847630809299
"Response V13470","2R","10720652",0.547122106572453
"Response V13471","2R","10728067",0.229760776470241
"Response V13472","2R","10733890",0.861545908821229
"Response V13473","2R","10737566",0.846966547830607
"Response V13474","2R","10740504",0.276463713774459
"Response V13475","2R","10740725",0.228547990784571
"Response V13476","2R","10740781",0.573642105685192
"Response V13477","2R","10744232",0.135645016653983
"Response V13478","2R","10746276",0.109961412720831
"Response V13479","2R","10746288",0.181497589563843
"Response V13480","2R","10747078",0.603776558463056
"Response V13481","2R","10747093",0.000246868866618465
"Response V13482","2R","10749725",0.791262322560623
"Response V13483","2R","10749913",0.596280437615985
"Response V13484","2R","10753305",0.603089435543515
"Response V13485","2R","10754578",0.789768599540278
"Response V13486","2R","10754587",0.282462328451612
"Response V13487","2R","10759623",0.309946050907515
"Response V13488","2R","10759701",0.456136511102927
"Response V13489","2R","10759702",0.267242622293725
"Response V13490","2R","10767649",0.52814613203887
"Response V13491","2R","10768229",0.649244119474387
"Response V13492","2R","10768460",0.531369230620015
"Response V13493","2R","10773648",0.419068847432485
"Response V13494","2R","10774334",0.878811955861986
"Response V13495","2R","10775162",0.472557858952168
"Response V13496","2R","10775314",0.818364232673716
"Response V13497","2R","10775407",0.0339644036192287
"Response V13498","2R","10775557",0.851111927230129
"Response V13499","2R","10777071",0.0420699171170244
"Response V13500","2R","10781450",0.51852940700596
"Response V13501","2R","10782303",0.88393187964592
"Response V13502","2R","10782361",0.398896001710366
"Response V13503","2R","10782656",0.810629221980906
"Response V13504","2R","10784296",0.423273293712739
"Response V13505","2R","10784606",0.427203022021417
"Response V13506","2R","10784918",0.609947098635978
"Response V13507","2R","10786998",0.154145271214348
"Response V13508","2R","10796361",0.884657786116832
"Response V13509","2R","10796483",0.867524340039998
"Response V13510","2R","10797626",0.927178197328434
"Response V13511","2R","10806678",0.756333681022934
"Response V13512","2R","10809890",0.35202696345049
"Response V13513","2R","10819485",0.0115173554317664
"Response V13514","2R","10831833",0.278117182616939
"Response V13515","2R","10832904",0.419560090778395
"Response V13516","2R","10838663",0.786218715512959
"Response V13517","2R","10838987",0.619588372269483
"Response V13518","2R","10839697",0.139599298084872
"Response V13519","2R","10848382",0.584989194224155
"Response V13520","2R","10849758",0.218011869875747
"Response V13521","2R","10850107",0.405353250343017
"Response V13522","2R","10851114",0.460495238160513
"Response V13523","2R","10851789",0.535842419087422
"Response V13524","2R","10851937",0.616432605967976
"Response V13525","2R","10852035",0.636903249762369
"Response V13526","2R","10857718",0.511786671855737
"Response V13527","2R","10857737",0.218878991656307
"Response V13528","2R","10858110",0.570551567680222
"Response V13529","2R","10858811",0.618325743485387
"Response V13530","2R","10858812",0.859137288249024
"Response V13531","2R","10859095",0.498999932220485
"Response V13532","2R","10859183",0.099204806992822
"Response V13533","2R","10859804",0.422909571556153
"Response V13534","2R","10866462",0.381405256706244
"Response V13535","2R","10866793",0.294481724708254
"Response V13536","2R","10870985",0.342377713063134
"Response V13537","2R","10873171",0.269745193210648
"Response V13538","2R","10873891",0.911208875810143
"Response V13539","2R","10873960",0.922390678675099
"Response V13540","2R","10874005",0.545771072469533
"Response V13541","2R","10874146",0.747177180770994
"Response V13542","2R","10880156",0.941730783702496
"Response V13543","2R","10880317",0.0947017717480714
"Response V13544","2R","10881179",0.490508598112274
"Response V13545","2R","10881191",0.291949716361454
"Response V13546","2R","10881296",0.212894611562066
"Response V13547","2R","10894284",0.767449867965376
"Response V13548","2R","10894317",0.647870928448929
"Response V13549","2R","10897268",0.827730522367138
"Response V13550","2R","10899836",0.022698205212546
"Response V13551","2R","10900237",0.618465887002931
"Response V13552","2R","10901690",0.220375415160813
"Response V13553","2R","10902803",0.312998629200028
"Response V13554","2R","10905228",0.12343623234137
"Response V13555","2R","10905229",0.106741164618537
"Response V13556","2R","10905731",0.35298935926164
"Response V13557","2R","10905893",0.269682675843513
"Response V13558","2R","10906696",0.279599625436653
"Response V13559","2R","10906732",0.343415071726613
"Response V13560","2R","10906745",0.430971964880661
"Response V13561","2R","10908296",0.00750722059868408
"Response V13562","2R","10908634",0.00121172558384313
"Response V13563","2R","10908895",0.972834037643475
"Response V13564","2R","10909176",0.65159387350257
"Response V13565","2R","10910699",0.468391706702505
"Response V13566","2R","10911245",0.519010543904517
"Response V13567","2R","10912748",0.181317214831835
"Response V13568","2R","10913662",0.458007392133707
"Response V13569","2R","10914265",0.106089574734761
"Response V13570","2R","10916281",0.707211479286213
"Response V13571","2R","10916350",0.837013889078811
"Response V13572","2R","10917927",0.0245408573991868
"Response V13573","2R","10918508",0.983902879134439
"Response V13574","2R","10918919",0.942240129019837
"Response V13575","2R","10924232",0.681778561764767
"Response V13576","2R","10924288",0.865512325188783
"Response V13577","2R","10927348",0.737079034207526
"Response V13578","2R","10929181",0.96459331197477
"Response V13579","2R","10930005",0.403658178272619
"Response V13580","2R","10930960",0.446267979711104
"Response V13581","2R","10931708",0.371093883863367
"Response V13582","2R","10932974",0.489355939417187
"Response V13583","2R","10933218",0.869019663821844
"Response V13584","2R","10933219",0.955845948687594
"Response V13585","2R","10933549",0.084763413260338
"Response V13586","2R","10935447",0.723262247400163
"Response V13587","2R","10935796",0.619464540249058
"Response V13588","2R","10935887",0.836012213612111
"Response V13589","2R","10936807",0.383069091419378
"Response V13590","2R","10937247",0.0176609901575185
"Response V13591","2R","10937265",0.450342058690406
"Response V13592","2R","10937291",0.617579038960795
"Response V13593","2R","10937802",0.308027875815502
"Response V13594","2R","10938558",0.856241966642841
"Response V13595","2R","10939258",0.983106005753319
"Response V13596","2R","10939369",0.459116253432626
"Response V13597","2R","10941440",0.526342524922489
"Response V13598","2R","10941788",0.256545042871289
"Response V13599","2R","10943133",0.683356238366492
"Response V13600","2R","10943135",0.352578442670658
"Response V13601","2R","10946124",0.592449996168402
"Response V13602","2R","10947278",0.0518790072676428
"Response V13603","2R","10955898",0.950538238585518
"Response V13604","2R","10956202",0.922694661214841
"Response V13605","2R","10956408",0.645653888676132
"Response V13606","2R","10956528",0.791132568191099
"Response V13607","2R","10958336",0.819852213834091
"Response V13608","2R","10958589",0.000202663314032771
"Response V13609","2R","10960351",0.889587610827114
"Response V13610","2R","10960704",0.604094588182802
"Response V13611","2R","10960992",0.642791507023441
"Response V13612","2R","10961253",0.726743635153345
"Response V13613","2R","10961727",0.43854389709635
"Response V13614","2R","10961728",0.418253659216912
"Response V13615","2R","10961738",0.04631287231444
"Response V13616","2R","10961744",0.502877764928005
"Response V13617","2R","10961775",0.868404479933587
"Response V13618","2R","10961778",0.29242784867563
"Response V13619","2R","10961783",0.554431718177406
"Response V13620","2R","10961796",0.720617257998773
"Response V13621","2R","10961802",0.600216142256977
"Response V13622","2R","10961874",0.260915294312632
"Response V13623","2R","10963146",0.914673409951634
"Response V13624","2R","10963296",0.0739403142152146
"Response V13625","2R","10963313",0.527149966252366
"Response V13626","2R","10964195",0.441932914791643
"Response V13627","2R","10964789",0.223158130415691
"Response V13628","2R","10965721",0.174520628892018
"Response V13629","2R","10966661",0.91603219039034
"Response V13630","2R","10966735",0.333436996262287
"Response V13631","2R","10971526",0.654666325811208
"Response V13632","2R","10972017",0.547626083615406
"Response V13633","2R","10972131",0.0825014798727764
"Response V13634","2R","10972847",0.139109749697419
"Response V13635","2R","10976545",0.714061551539153
"Response V13636","2R","10976858",0.000869850981123313
"Response V13637","2R","10980288",0.0416413292503674
"Response V13638","2R","10980531",0.532837434433318
"Response V13639","2R","10983062",0.159190675812693
"Response V13640","2R","10983543",0.290657310233841
"Response V13641","2R","10983545",0.0817248667833932
"Response V13642","2R","10983704",0.38255796466555
"Response V13643","2R","10983919",0.404399845651748
"Response V13644","2R","10984010",0.08798965855342
"Response V13645","2R","10984473",0.830019024995377
"Response V13646","2R","10987581",1.20940457199872e-06
"Response V13647","2R","10987678",0.117408432457013
"Response V13648","2R","10989168",0.127734624241384
"Response V13649","2R","10990361",0.38810334771158
"Response V13650","2R","10991856",0.55879348264043
"Response V13651","2R","10993531",0.192988542737811
"Response V13652","2R","10996135",0.775224896906777
"Response V13653","2R","10996138",1.43000912547102e-06
"Response V13654","2R","10999229",0.961584859317832
"Response V13655","2R","10999261",0.0037284400121768
"Response V13656","2R","11000131",0.64814349011199
"Response V13657","2R","11000886",0.178703137675612
"Response V13658","2R","11000986",0.64780362936477
"Response V13659","2R","11003797",0.938440253661095
"Response V13660","2R","11005247",0.643370838184976
"Response V13661","2R","11005268",0.61352156372525
"Response V13662","2R","11005322",0.653288042945597
"Response V13663","2R","11005359",0.485623731438079
"Response V13664","2R","11007487",0.852919838050543
"Response V13665","2R","11008444",0.715231163434058
"Response V13666","2R","11019363",0.615538148822168
"Response V13667","2R","11019637",0.587980416553679
"Response V13668","2R","11019657",0.776493429686737
"Response V13669","2R","11025686",0.469671377583842
"Response V13670","2R","11025698",0.770979272433365
"Response V13671","2R","11028610",0.49509982887877
"Response V13672","2R","11029826",0.537631482627561
"Response V13673","2R","11029949",5.88540868154459e-06
"Response V13674","2R","11030849",0.487364841670176
"Response V13675","2R","11031693",0.650736352114973
"Response V13676","2R","11032934",0.823745807404934
"Response V13677","2R","11033296",0.0124609991658192
"Response V13678","2R","11034291",0.0351633933601411
"Response V13679","2R","11034414",0.749693801211831
"Response V13680","2R","11035413",0.270650930173448
"Response V13681","2R","11035420",0.167848193966151
"Response V13682","2R","11036397",0.019806265638593
"Response V13683","2R","11036399",0.429261799172339
"Response V13684","2R","11036743",0.866490117334167
"Response V13685","2R","11037128",0.0134607932102276
"Response V13686","2R","11037405",0.454465202291837
"Response V13687","2R","11037411",0.379395073443276
"Response V13688","2R","11038751",0.826697018028605
"Response V13689","2R","11038914",0.113478005418583
"Response V13690","2R","11040139",0.438902273867839
"Response V13691","2R","11040492",0.996856425059003
"Response V13692","2R","11040990",0.55435991158035
"Response V13693","2R","11041033",0.134843496981266
"Response V13694","2R","11041503",0.300522080768108
"Response V13695","2R","11043122",0.447641740192246
"Response V13696","2R","11043427",0.203498507709757
"Response V13697","2R","11043941",0.151714905551377
"Response V13698","2R","11045219",0.876657716319426
"Response V13699","2R","11046219",5.73368386227344e-10
"Response V13700","2R","11047106",0.564607582134218
"Response V13701","2R","11047179",4.14770425999746e-07
"Response V13702","2R","11047339",0.268651548124009
"Response V13703","2R","11047373",0.576390634397873
"Response V13704","2R","11047659",0.84638466568251
"Response V13705","2R","11050206",0.382456425824302
"Response V13706","2R","11051350",0.323060140667838
"Response V13707","2R","11051545",0.648210547176376
"Response V13708","2R","11052174",0.297649067258234
"Response V13709","2R","11052181",0.0101183321251621
"Response V13710","2R","11052469",0.105923981851217
"Response V13711","2R","11052900",0.131751704453414
"Response V13712","2R","11053218",0.313159467146338
"Response V13713","2R","11055820",8.22959115689598e-107
"Response V13714","2R","11056319",0.714416821708279
"Response V13715","2R","11056680",0.939500533351108
"Response V13716","2R","11057384",0.567183834924877
"Response V13717","2R","11057445",0.781632439347495
"Response V13718","2R","11059226",0.5453942848611
"Response V13719","2R","11060288",0.313858675195232
"Response V13720","2R","11060548",0.544425947178422
"Response V13721","2R","11060757",0.055977765487673
"Response V13722","2R","11061445",0.698337414610674
"Response V13723","2R","11062121",0.592800650521807
"Response V13724","2R","11063965",0.908791079388725
"Response V13725","2R","11064310",0.483262710213045
"Response V13726","2R","11067022",0.455592858410374
"Response V13727","2R","11067684",0.673487491166663
"Response V13728","2R","11068952",0.950858002714648
"Response V13729","2R","11069510",0.209326232850789
"Response V13730","2R","11072194",0.68617268444506
"Response V13731","2R","11074171",0.17398607734113
"Response V13732","2R","11074175",0.199238349806868
"Response V13733","2R","11076776",0.689575283364469
"Response V13734","2R","11080915",0.391913123266215
"Response V13735","2R","11083547",0.80081475786635
"Response V13736","2R","11085863",0.467831730495097
"Response V13737","2R","11085966",0.897543107528108
"Response V13738","2R","11085980",0.475093187954547
"Response V13739","2R","11087266",0.00172929494673406
"Response V13740","2R","11088347",4.39232842918469e-06
"Response V13741","2R","11089012",0.552861348238438
"Response V13742","2R","11098380",0.135504672928889
"Response V13743","2R","11102712",0.180774475760556
"Response V13744","2R","11108731",0.667389961427969
"Response V13745","2R","11109215",0.694229971740326
"Response V13746","2R","11111254",0.337347943168991
"Response V13747","2R","11112307",0.131008189374936
"Response V13748","2R","11112327",0.300635725462133
"Response V13749","2R","11116244",0.28436151182555
"Response V13750","2R","11116777",2.20095268856252e-06
"Response V13751","2R","11116928",0.512449620517175
"Response V13752","2R","11117040",0.874327778290102
"Response V13753","2R","11117258",0.308565868957015
"Response V13754","2R","11117599",0.602543708125804
"Response V13755","2R","11117609",0.134634980456185
"Response V13756","2R","11118789",0.623108654907038
"Response V13757","2R","11120101",0.888071977945732
"Response V13758","2R","11120102",0.749364066373346
"Response V13759","2R","11130668",0.237537130397191
"Response V13760","2R","11130679",0.530488228320811
"Response V13761","2R","11131344",0.0808258182897293
"Response V13762","2R","11132757",0.722789624361392
"Response V13763","2R","11133019",0.979696961162474
"Response V13764","2R","11133191",0.924734781570953
"Response V13765","2R","11135159",0.212778493819816
"Response V13766","2R","11144004",0.0535565989547184
"Response V13767","2R","11146113",0.533718529130547
"Response V13768","2R","11146129",0.593969850352339
"Response V13769","2R","11150094",0.297972818748563
"Response V13770","2R","11152302",0.745906793704996
"Response V13771","2R","11153267",0.380803177602607
"Response V13772","2R","11153637",0.232418347841742
"Response V13773","2R","11156442",0.050183515405866
"Response V13774","2R","11158348",0.937895773270606
"Response V13775","2R","11164384",0.183536964797626
"Response V13776","2R","11164805",0.932278912062243
"Response V13777","2R","11164808",0.993706495668558
"Response V13778","2R","11165003",0.542251841776652
"Response V13779","2R","11166004",0.907630954447311
"Response V13780","2R","11166043",0.437896654626978
"Response V13781","2R","11166072",0.139718941801314
"Response V13782","2R","11169087",0.795682922539902
"Response V13783","2R","11169174",0.980546354631889
"Response V13784","2R","11169586",0.0482602782518311
"Response V13785","2R","11170926",0.996920123101009
"Response V13786","2R","11172257",0.619406230762118
"Response V13787","2R","11172280",0.991081367111779
"Response V13788","2R","11172298",0.290901236851661
"Response V13789","2R","11173099",0.0468337464134646
"Response V13790","2R","11174747",0.0983665737669388
"Response V13791","2R","11178370",0.230897577901996
"Response V13792","2R","11178875",0.623060381962239
"Response V13793","2R","11182202",0.235791748268796
"Response V13794","2R","11182400",0.0581174378756637
"Response V13795","2R","11183142",0.598793719289371
"Response V13796","2R","11184919",0.288469501722375
"Response V13797","2R","11184938",0.418182166164468
"Response V13798","2R","11184950",0.956438192850681
"Response V13799","2R","11185374",0.0270227688568696
"Response V13800","2R","11185588",0.229404324976097
"Response V13801","2R","11188034",0.690354698971545
"Response V13802","2R","11192779",0.653451277514294
"Response V13803","2R","11192962",0.00499507463630091
"Response V13804","2R","11196369",0.856402067857753
"Response V13805","2R","11198685",0.103250788329432
"Response V13806","2R","11198856",0.65149348803198
"Response V13807","2R","11199465",0.786798074584557
"Response V13808","2R","11199486",0.0416006031888266
"Response V13809","2R","11199722",0.480207153713627
"Response V13810","2R","11200608",0.175182758297656
"Response V13811","2R","11200883",0.247366713998812
"Response V13812","2R","11201840",2.55777983438655e-08
"Response V13813","2R","11207851",0.309726540127375
"Response V13814","2R","11219912",0.0132373588943747
"Response V13815","2R","11220656",0.163811973336447
"Response V13816","2R","11220758",0.809316729051511
"Response V13817","2R","11220839",0.0050594750983533
"Response V13818","2R","11223355",0.295836220550327
"Response V13819","2R","11224587",0.641270781835081
"Response V13820","2R","11224606",0.0338313644339106
"Response V13821","2R","11236602",0.67080361271328
"Response V13822","2R","11236967",0.737542414161529
"Response V13823","2R","11238936",0.0686369775061789
"Response V13824","2R","11239936",0.200319122126665
"Response V13825","2R","11242293",0.556057680246018
"Response V13826","2R","11243716",3.39938465914925e-08
"Response V13827","2R","11250228",0.935575529402362
"Response V13828","2R","11250229",0.63435516284791
"Response V13829","2R","11252113",0.0156350194510428
"Response V13830","2R","11255130",0.445482802159399
"Response V13831","2R","11261137",0.938733090943366
"Response V13832","2R","11261143",0.263970697913014
"Response V13833","2R","11261555",0.173773302034309
"Response V13834","2R","11262010",0.000132014148032881
"Response V13835","2R","11262058",0.280997003519083
"Response V13836","2R","11263741",0.338448252888497
"Response V13837","2R","11263981",0.186715938732133
"Response V13838","2R","11264004",0.673004084683125
"Response V13839","2R","11264044",0.47036606587895
"Response V13840","2R","11274201",0.13427454501687
"Response V13841","2R","11274400",0.63581311376886
"Response V13842","2R","11274495",0.711532095991374
"Response V13843","2R","11275273",0.923540964050701
"Response V13844","2R","11275325",0.159740030511117
"Response V13845","2R","11276828",0.432930834305394
"Response V13846","2R","11276929",0.025361535772966
"Response V13847","2R","11277631",0.376814933934489
"Response V13848","2R","11289305",0.874453943212567
"Response V13849","2R","11297205",0.327248643337069
"Response V13850","2R","11317328",0.566414553458067
"Response V13851","2R","11317730",0.930897647744063
"Response V13852","2R","11324522",0.536115012874462
"Response V13853","2R","11324525",0.137195354311897
"Response V13854","2R","11324526",0.00164306015151201
"Response V13855","2R","11324527",0.26796205993188
"Response V13856","2R","11326543",0.575332087224342
"Response V13857","2R","11328920",0.269212416479793
"Response V13858","2R","11355968",0.178026606646573
"Response V13859","2R","11365112",0.451605408862547
"Response V13860","2R","11365481",0.358740802173149
"Response V13861","2R","11375852",0.485083793175396
"Response V13862","2R","11378660",0.605068214425592
"Response V13863","2R","11378771",0.888185318702563
"Response V13864","2R","11389341",0.257767843947149
"Response V13865","2R","11389404",0.821430621913475
"Response V13866","2R","11389540",0.375037055953341
"Response V13867","2R","11389665",0.0503964801610515
"Response V13868","2R","11389780",0.720570759524665
"Response V13869","2R","11390552",0.445993215517544
"Response V13870","2R","11395385",0.0500050183014442
"Response V13871","2R","11399640",0.333080562398614
"Response V13872","2R","11400084",0.108132845570693
"Response V13873","2R","11402540",0.969690746658704
"Response V13874","2R","11403472",0.644275196586542
"Response V13875","2R","11403547",0.351043548131189
"Response V13876","2R","11405319",0.165157291672675
"Response V13877","2R","11405336",0.0520891735364719
"Response V13878","2R","11406834",0.104616409678458
"Response V13879","2R","11406839",0.721590105784008
"Response V13880","2R","11407608",0.461400333282186
"Response V13881","2R","11407675",0.939160619545481
"Response V13882","2R","11408196",0.7016478488309
"Response V13883","2R","11408815",0.847032373398538
"Response V13884","2R","11408830",0.581108149123931
"Response V13885","2R","11409578",0.78413976376021
"Response V13886","2R","11412186",0.118931650934449
"Response V13887","2R","11415474",0.41383715785661
"Response V13888","2R","11421808",0.339415104057582
"Response V13889","2R","11422685",0.93249905550149
"Response V13890","2R","11423189",0.511691061680445
"Response V13891","2R","11423364",0.501670641297989
"Response V13892","2R","11423546",0.551499782895439
"Response V13893","2R","11424040",0.644683959104397
"Response V13894","2R","11424068",0.000382449525524504
"Response V13895","2R","11424070",0.197913939980966
"Response V13896","2R","11424436",0.580720880457784
"Response V13897","2R","11424961",0.832054798629416
"Response V13898","2R","11424966",0.820403907935768
"Response V13899","2R","11427503",0.788536058562108
"Response V13900","2R","11427755",0.269885537515813
"Response V13901","2R","11427802",0.576535332086044
"Response V13902","2R","11427914",0.41512197344919
"Response V13903","2R","11427938",0.565208663134149
"Response V13904","2R","11434079",0.764311751140873
"Response V13905","2R","11434389",0.447456924814866
"Response V13906","2R","11435442",0.888864589695845
"Response V13907","2R","11436276",0.725555369961776
"Response V13908","2R","11436719",0.360147633979587
"Response V13909","2R","11436918",0.403600940259191
"Response V13910","2R","11437519",0.701595750469406
"Response V13911","2R","11438146",0.0983285706651211
"Response V13912","2R","11438403",0.869690619487492
"Response V13913","2R","11438894",0.487521220460997
"Response V13914","2R","11439120",2.68153438791556e-05
"Response V13915","2R","11440808",0.601725199384751
"Response V13916","2R","11441061",0.294424276521259
"Response V13917","2R","11441839",0.924593267292198
"Response V13918","2R","11443141",0.0143598433140854
"Response V13919","2R","11444545",0.675699263204168
"Response V13920","2R","11445673",0.415348076988753
"Response V13921","2R","11448698",0.767335834809995
"Response V13922","2R","11452097",0.140659413785114
"Response V13923","2R","11452257",0.390022698030768
"Response V13924","2R","11452262",0.521713856415129
"Response V13925","2R","11452296",0.202947719791302
"Response V13926","2R","11452804",0.975623079535925
"Response V13927","2R","11465450",0.441628518105156
"Response V13928","2R","11467274",0.914583404058222
"Response V13929","2R","11469484",0.00054213275595272
"Response V13930","2R","11473909",0.717894754469618
"Response V13931","2R","11473916",0.379331251741587
"Response V13932","2R","11474162",0.878885731839172
"Response V13933","2R","11474957",0.0329562941742598
"Response V13934","2R","11475387",0.693483163153342
"Response V13935","2R","11475827",0.110041581031729
"Response V13936","2R","11477791",0.649477039067304
"Response V13937","2R","11482294",0.687421037352964
"Response V13938","2R","11482314",0.976908456336415
"Response V13939","2R","11483488",0.000362588342716951
"Response V13940","2R","11483562",0.822254936807203
"Response V13941","2R","11483635",0.588251625018951
"Response V13942","2R","11483657",0.862651905776157
"Response V13943","2R","11484778",0.583962757116953
"Response V13944","2R","11484800",0.327341950858843
"Response V13945","2R","11485114",0.797976719944142
"Response V13946","2R","11487077",0.503658277178656
"Response V13947","2R","11489670",0.229500926033123
"Response V13948","2R","11493587",0.613108290652993
"Response V13949","2R","11495056",0.326684913129502
"Response V13950","2R","11495547",0.313099074915133
"Response V13951","2R","11496022",0.438897729091944
"Response V13952","2R","11496623",0.00407260120027353
"Response V13953","2R","11498062",0.118460371299461
"Response V13954","2R","11503088",0.651429820513265
"Response V13955","2R","11504590",0.705590865332784
"Response V13956","2R","11506307",0.116767642252452
"Response V13957","2R","11510270",0.459078560967024
"Response V13958","2R","11511254",0.477673270588642
"Response V13959","2R","11511258",0.476939842725012
"Response V13960","2R","11511714",0.482322681153263
"Response V13961","2R","11512460",0.462516594742615
"Response V13962","2R","11512666",0.274421336202031
"Response V13963","2R","11512784",0.722066990045172
"Response V13964","2R","11512899",0.799816620472599
"Response V13965","2R","11513059",0.555880547925299
"Response V13966","2R","11513512",0.956604467703666
"Response V13967","2R","11513922",0.292073299964818
"Response V13968","2R","11516282",0.264477396530463
"Response V13969","2R","11517488",0.537466733436538
"Response V13970","2R","11517813",0.298932127509445
"Response V13971","2R","11519245",0.848451152944378
"Response V13972","2R","11519840",0.778825844573472
"Response V13973","2R","11520292",0.843063862113278
"Response V13974","2R","11521442",0.538098160673383
"Response V13975","2R","11521520",0.47651203869312
"Response V13976","2R","11521876",0.972908427269903
"Response V13977","2R","11521908",0.10828165513234
"Response V13978","2R","11521931",0.857244190164521
"Response V13979","2R","11522063",0.652159389874146
"Response V13980","2R","11522444",0.405072246678779
"Response V13981","2R","11523590",0.786328860669265
"Response V13982","2R","11524238",0.449795507455845
"Response V13983","2R","11524983",0.748531171053724
"Response V13984","2R","11525754",0.512598686147219
"Response V13985","2R","11529808",0.0901844853513243
"Response V13986","2R","11530603",0.935348649463954
"Response V13987","2R","11531313",0.18838309033374
"Response V13988","2R","11531589",0.711151675255706
"Response V13989","2R","11531598",0.513385246180826
"Response V13990","2R","11531817",0.944436004915716
"Response V13991","2R","11532408",0.31392322222216
"Response V13992","2R","11533551",0.585045476966018
"Response V13993","2R","11533556",0.19566837551566
"Response V13994","2R","11534235",0.407553322195552
"Response V13995","2R","11534955",0.9165056289232
"Response V13996","2R","11535048",0.617454324758903
"Response V13997","2R","11535520",0.766665190082665
"Response V13998","2R","11536823",0.243294678627248
"Response V13999","2R","11536925",0.428959113591743
"Response V14000","2R","11536993",0.956050052514415
"Response V14001","2R","11537007",0.0768930852898943
"Response V14002","2R","11539102",0.230296962568729
"Response V14003","2R","11539435",0.652239438358007
"Response V14004","2R","11539564",0.0394286443549722
"Response V14005","2R","11539644",0.781250491129197
"Response V14006","2R","11542188",1.11053245413771e-06
"Response V14007","2R","11542736",7.82253787645749e-05
"Response V14008","2R","11542800",0.55431576401307
"Response V14009","2R","11544037",0.444422787819453
"Response V14010","2R","11546655",0.84056530243263
"Response V14011","2R","11546735",0.534448298754603
"Response V14012","2R","11546770",0.699324371302617
"Response V14013","2R","11548859",0.492730347260504
"Response V14014","2R","11551720",0.801148703927113
"Response V14015","2R","11552947",0.461466815917053
"Response V14016","2R","11553028",0.254633463566997
"Response V14017","2R","11553634",0.950799366691114
"Response V14018","2R","11553647",0.648210595130154
"Response V14019","2R","11553902",0.505673881732261
"Response V14020","2R","11554007",0.0314902687120509
"Response V14021","2R","11554016",2.91496657812131e-06
"Response V14022","2R","11554246",0.793990707085908
"Response V14023","2R","11554312",0.401839613894243
"Response V14024","2R","11555806",0.812002451674025
"Response V14025","2R","11555890",0.751494520120831
"Response V14026","2R","11556218",0.807753023664377
"Response V14027","2R","11557460",0.831870903275849
"Response V14028","2R","11557591",0.566527404392858
"Response V14029","2R","11557600",0.756232411621385
"Response V14030","2R","11557877",0.477859849297427
"Response V14031","2R","11558026",0.355144078449635
"Response V14032","2R","11559522",0.248288185071933
"Response V14033","2R","11562820",0.250673877202546
"Response V14034","2R","11564495",0.801489171056321
